contentId,Category,Type,Sentiment,score
cb807d6e-079e-417e-adfc-759df6eddfa2,veganism,scared,negative,15
227a8c57-e5a0-46a8-999d-fcdea42c0905,education,heart,positive,60
227a8c57-e5a0-46a8-999d-fcdea42c0905,education,peeking,neutral,35
227a8c57-e5a0-46a8-999d-fcdea42c0905,education,heart,positive,60
19179d57-4950-4a98-87fa-98f824551a6f,education,love,positive,65
19179d57-4950-4a98-87fa-98f824551a6f,education,love,positive,65
3926740f-e4f7-4229-9aad-e435149d0d2f,science,adore,positive,72
590873fc-e921-4396-a173-a43451675afc,studying,dislike,negative,10
590873fc-e921-4396-a173-a43451675afc,studying,indifferent,neutral,20
590873fc-e921-4396-a173-a43451675afc,studying,dislike,negative,10
590873fc-e921-4396-a173-a43451675afc,studying,dislike,negative,10
590873fc-e921-4396-a173-a43451675afc,studying,dislike,negative,10
590873fc-e921-4396-a173-a43451675afc,studying,intrigued,positive,45
590873fc-e921-4396-a173-a43451675afc,studying,indifferent,neutral,20
590873fc-e921-4396-a173-a43451675afc,studying,indifferent,neutral,20
b4c71928-99f0-4f1e-bdff-3d99c16113ac,travel,cherish,positive,70
b4c71928-99f0-4f1e-bdff-3d99c16113ac,travel,cherish,positive,70
b4c71928-99f0-4f1e-bdff-3d99c16113ac,travel,cherish,positive,70
70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,cooking,adore,positive,72
70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,cooking,adore,positive,72
70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,cooking,adore,positive,72
70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,cooking,adore,positive,72
4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,education,intrigued,positive,45
4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,education,intrigued,positive,45
4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,education,intrigued,positive,45
4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,education,intrigued,positive,45
2240bbde-db67-4d73-b885-f0117b4b2080,food,worried,negative,12
8338222c-c31f-40f3-883c-44125f36bae8,education,indifferent,neutral,20
8338222c-c31f-40f3-883c-44125f36bae8,education,indifferent,neutral,20
8338222c-c31f-40f3-883c-44125f36bae8,education,indifferent,neutral,20
59bb59ce-776b-4d28-85ee-c0d71c690b6a,animals,cherish,positive,70
59bb59ce-776b-4d28-85ee-c0d71c690b6a,animals,cherish,positive,70
bb3901bd-a3d9-4f45-8b0c-0548c36385d2,fitness,worried,negative,12
bb3901bd-a3d9-4f45-8b0c-0548c36385d2,fitness,peeking,neutral,35
72878c11-38cc-4442-bc81-7eeef47c531c,animals,heart,positive,60
72878c11-38cc-4442-bc81-7eeef47c531c,animals,heart,positive,60
b50871e0-183e-4a1d-884b-f20fb271041b,cooking,intrigued,positive,45
b50871e0-183e-4a1d-884b-f20fb271041b,cooking,hate,negative,5
5163acf9-9bde-4f09-81e2-d8711e774360,"healthy eating",heart,positive,60
5163acf9-9bde-4f09-81e2-d8711e774360,"healthy eating","super love",positive,75
5163acf9-9bde-4f09-81e2-d8711e774360,"healthy eating",heart,positive,60
5163acf9-9bde-4f09-81e2-d8711e774360,"healthy eating",heart,positive,60
802a8533-3051-4e2c-ad30-7751ece5d514,food,"super love",positive,75
802a8533-3051-4e2c-ad30-7751ece5d514,food,hate,negative,5
802a8533-3051-4e2c-ad30-7751ece5d514,food,indifferent,neutral,20
802a8533-3051-4e2c-ad30-7751ece5d514,food,cherish,positive,70
802a8533-3051-4e2c-ad30-7751ece5d514,food,cherish,positive,70
35489ad9-c3b5-4fcd-a6c0-9f2c667c55a8,studying,"super love",positive,75
ac120787-f331-497f-8733-7cd63dfd36b6,culture,scared,negative,15
ac120787-f331-497f-8733-7cd63dfd36b6,culture,indifferent,neutral,20
da8f7258-6757-4a7e-892e-a16b925ef83b,cooking,heart,positive,60
da8f7258-6757-4a7e-892e-a16b925ef83b,cooking,heart,positive,60
e3c37598-5a41-471c-a65b-e0e1bef2f3ec,tennis,intrigued,positive,45
e3c37598-5a41-471c-a65b-e0e1bef2f3ec,tennis,interested,positive,30
e3c37598-5a41-471c-a65b-e0e1bef2f3ec,tennis,intrigued,positive,45
e3c37598-5a41-471c-a65b-e0e1bef2f3ec,tennis,interested,positive,30
05805658-8744-4cc4-825d-cbfed0ecea7c,technology,dislike,negative,10
05805658-8744-4cc4-825d-cbfed0ecea7c,technology,cherish,positive,70
962e5969-cd65-4670-a2ae-b0266908426b,studying,like,positive,50
962e5969-cd65-4670-a2ae-b0266908426b,studying,like,positive,50
962e5969-cd65-4670-a2ae-b0266908426b,studying,like,positive,50
962e5969-cd65-4670-a2ae-b0266908426b,studying,like,positive,50
e611ee64-7ada-428d-aa37-94c8c0782a91,cooking,peeking,neutral,35
e611ee64-7ada-428d-aa37-94c8c0782a91,cooking,peeking,neutral,35
e611ee64-7ada-428d-aa37-94c8c0782a91,cooking,interested,positive,30
e611ee64-7ada-428d-aa37-94c8c0782a91,cooking,scared,negative,15
e611ee64-7ada-428d-aa37-94c8c0782a91,cooking,interested,positive,30
e611ee64-7ada-428d-aa37-94c8c0782a91,cooking,scared,negative,15
e611ee64-7ada-428d-aa37-94c8c0782a91,cooking,peeking,neutral,35
e611ee64-7ada-428d-aa37-94c8c0782a91,cooking,peeking,neutral,35
e96d9fcb-b5be-4382-b809-6315dbe6f89a,tennis,dislike,negative,10
e96d9fcb-b5be-4382-b809-6315dbe6f89a,tennis,dislike,negative,10
77099957-1551-435e-b386-704d8b91a46e,cooking,love,positive,65
5c7fa152-9628-471d-b715-84e15c4b5d38,tennis,dislike,negative,10
678dd299-afc6-4e35-890d-38a016cfdeff,"public speaking",hate,negative,5
4bdd31e0-2f59-4262-bcbe-546678a3d203,"healthy eating",scared,negative,15
4bdd31e0-2f59-4262-bcbe-546678a3d203,"healthy eating",scared,negative,15
11b96207-c1c5-4083-948d-2942684aae0d,studying,indifferent,neutral,20
11b96207-c1c5-4083-948d-2942684aae0d,studying,indifferent,neutral,20
51a26a10-6973-4882-aa88-98b53978ce01,veganism,love,positive,65
51a26a10-6973-4882-aa88-98b53978ce01,veganism,dislike,negative,10
51a26a10-6973-4882-aa88-98b53978ce01,veganism,love,positive,65
51a26a10-6973-4882-aa88-98b53978ce01,veganism,"super love",positive,75
51a26a10-6973-4882-aa88-98b53978ce01,veganism,"super love",positive,75
51a26a10-6973-4882-aa88-98b53978ce01,veganism,interested,positive,30
51a26a10-6973-4882-aa88-98b53978ce01,veganism,interested,positive,30
51a26a10-6973-4882-aa88-98b53978ce01,veganism,love,positive,65
51a26a10-6973-4882-aa88-98b53978ce01,veganism,"super love",positive,75
51a26a10-6973-4882-aa88-98b53978ce01,veganism,"super love",positive,75
51a26a10-6973-4882-aa88-98b53978ce01,veganism,dislike,negative,10
51a26a10-6973-4882-aa88-98b53978ce01,veganism,love,positive,65
51a26a10-6973-4882-aa88-98b53978ce01,veganism,dislike,negative,10
4898f7e1-1431-4e9c-a444-dbea02d58f85,food,heart,positive,60
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,studying,heart,positive,60
1e773c55-ec7e-47f2-916d-98d0b778a048,food,indifferent,neutral,20
c63235b6-aad7-42ff-96ba-978e47a6c5fc,tennis,intrigued,positive,45
c63235b6-aad7-42ff-96ba-978e47a6c5fc,tennis,intrigued,positive,45
c63235b6-aad7-42ff-96ba-978e47a6c5fc,tennis,interested,positive,30
85e013ce-3474-4c9a-a4ea-7b726a29baae,animals,scared,negative,15
cb14a57b-9a8e-4694-9516-5a7d2ec41438,soccer,scared,negative,15
9a5951a5-a36f-404e-a746-f6023c160fc0,science,dislike,negative,10
9a5951a5-a36f-404e-a746-f6023c160fc0,science,dislike,negative,10
9a5951a5-a36f-404e-a746-f6023c160fc0,science,dislike,negative,10
26ea4466-0d88-482a-afab-e502beb4a316,Fitness,"super love",positive,75
26ea4466-0d88-482a-afab-e502beb4a316,Fitness,"super love",positive,75
9ee8836d-af4b-46ad-8869-4e0b1dedff7d,tennis,intrigued,positive,45
9ee8836d-af4b-46ad-8869-4e0b1dedff7d,tennis,"super love",positive,75
9ee8836d-af4b-46ad-8869-4e0b1dedff7d,tennis,intrigued,positive,45
9ee8836d-af4b-46ad-8869-4e0b1dedff7d,tennis,intrigued,positive,45
d72ea14e-16fb-4e2d-acf1-59a29dfa21df,"public speaking",indifferent,neutral,20
a059c110-6fab-4a4f-9482-eaf2c269911e,food,adore,positive,72
a059c110-6fab-4a4f-9482-eaf2c269911e,food,adore,positive,72
a059c110-6fab-4a4f-9482-eaf2c269911e,food,cherish,positive,70
a059c110-6fab-4a4f-9482-eaf2c269911e,food,adore,positive,72
b90bb1f2-9dbf-4802-a0e2-103dac50d272,fitness,love,positive,65
b90bb1f2-9dbf-4802-a0e2-103dac50d272,fitness,love,positive,65
b90bb1f2-9dbf-4802-a0e2-103dac50d272,fitness,worried,negative,12
b90bb1f2-9dbf-4802-a0e2-103dac50d272,fitness,love,positive,65
b90bb1f2-9dbf-4802-a0e2-103dac50d272,fitness,love,positive,65
b90bb1f2-9dbf-4802-a0e2-103dac50d272,fitness,worried,negative,12
b90bb1f2-9dbf-4802-a0e2-103dac50d272,fitness,cherish,positive,70
8866b759-c55c-4fd3-9753-8a69265c481e,science,"super love",positive,75
8866b759-c55c-4fd3-9753-8a69265c481e,science,disgust,negative,0
8866b759-c55c-4fd3-9753-8a69265c481e,science,"super love",positive,75
8866b759-c55c-4fd3-9753-8a69265c481e,science,"super love",positive,75
915505a1-6d75-4894-8200-0f088c19431b,cooking,indifferent,neutral,20
3ce1063a-2277-4285-97b0-9bd53a941cd7,travel,interested,positive,30
3ce1063a-2277-4285-97b0-9bd53a941cd7,travel,interested,positive,30
2d10f5b0-c590-429f-8b68-52c239617d26,technology,heart,positive,60
2d10f5b0-c590-429f-8b68-52c239617d26,technology,heart,positive,60
2d10f5b0-c590-429f-8b68-52c239617d26,technology,heart,positive,60
cb0bd265-610e-4d5f-bc00-1732f58562dc,science,like,positive,50
b2344491-76af-4b2c-b569-e9af85298b30,culture,intrigued,positive,45
b2344491-76af-4b2c-b569-e9af85298b30,culture,intrigued,positive,45
178f85a7-c2d1-4127-94d2-30adf96ae7fd,science,heart,positive,60
178f85a7-c2d1-4127-94d2-30adf96ae7fd,science,heart,positive,60
89cf06bc-e921-4cfd-bd16-d071757d90a2,animals,heart,positive,60
89cf06bc-e921-4cfd-bd16-d071757d90a2,animals,heart,positive,60
89cf06bc-e921-4cfd-bd16-d071757d90a2,animals,heart,positive,60
89cf06bc-e921-4cfd-bd16-d071757d90a2,animals,heart,positive,60
89cf06bc-e921-4cfd-bd16-d071757d90a2,animals,heart,positive,60
16fb5dcb-4349-4831-acf2-8c116ad7dae5,technology,cherish,positive,70
16fb5dcb-4349-4831-acf2-8c116ad7dae5,technology,cherish,positive,70
0d5eb9fd-879d-4716-aebc-840f7b1b7e9f,dogs,hate,negative,5
0d5eb9fd-879d-4716-aebc-840f7b1b7e9f,dogs,hate,negative,5
0d5eb9fd-879d-4716-aebc-840f7b1b7e9f,dogs,hate,negative,5
0d5eb9fd-879d-4716-aebc-840f7b1b7e9f,dogs,hate,negative,5
0d5eb9fd-879d-4716-aebc-840f7b1b7e9f,dogs,indifferent,neutral,20
0d5eb9fd-879d-4716-aebc-840f7b1b7e9f,dogs,hate,negative,5
0d5eb9fd-879d-4716-aebc-840f7b1b7e9f,dogs,indifferent,neutral,20
e4827a5c-c604-4aad-b7ed-b396b3601b74,education,like,positive,50
e4827a5c-c604-4aad-b7ed-b396b3601b74,education,like,positive,50
0289b7bc-bc95-4f1d-83fe-9ca662194158,tennis,worried,negative,12
0289b7bc-bc95-4f1d-83fe-9ca662194158,tennis,cherish,positive,70
0289b7bc-bc95-4f1d-83fe-9ca662194158,tennis,cherish,positive,70
0289b7bc-bc95-4f1d-83fe-9ca662194158,tennis,cherish,positive,70
3a7b85dd-717e-4460-8144-498fdbc9380c,education,cherish,positive,70
03e51c25-cba9-471b-b627-f15550b83fca,veganism,hate,negative,5
71246f1e-0b64-4922-a6ae-c86c446837be,"healthy eating",hate,negative,5
71246f1e-0b64-4922-a6ae-c86c446837be,"healthy eating",hate,negative,5
41bc0418-db4b-48b4-ada6-18eda999cd25,travel,hate,negative,5
31d142d9-4557-4613-bce5-cfe63cd0a3cf,soccer,"super love",positive,75
31d142d9-4557-4613-bce5-cfe63cd0a3cf,soccer,"super love",positive,75
31d142d9-4557-4613-bce5-cfe63cd0a3cf,soccer,"super love",positive,75
31d142d9-4557-4613-bce5-cfe63cd0a3cf,soccer,"super love",positive,75
31d142d9-4557-4613-bce5-cfe63cd0a3cf,soccer,indifferent,neutral,20
31d142d9-4557-4613-bce5-cfe63cd0a3cf,soccer,indifferent,neutral,20
31d142d9-4557-4613-bce5-cfe63cd0a3cf,soccer,"super love",positive,75
31d142d9-4557-4613-bce5-cfe63cd0a3cf,soccer,indifferent,neutral,20
31d142d9-4557-4613-bce5-cfe63cd0a3cf,soccer,"super love",positive,75
ad5ddd13-b8ea-4174-ad71-da1663c7f959,Technology,"super love",positive,75
447954af-c2c0-4546-881c-3ba1cb104209,tennis,love,positive,65
447954af-c2c0-4546-881c-3ba1cb104209,tennis,love,positive,65
447954af-c2c0-4546-881c-3ba1cb104209,tennis,"super love",positive,75
447954af-c2c0-4546-881c-3ba1cb104209,tennis,love,positive,65
a8d3e5b8-7838-477c-82ce-4c90029e56ce,"public speaking",hate,negative,5
a8d3e5b8-7838-477c-82ce-4c90029e56ce,"public speaking",hate,negative,5
a8d3e5b8-7838-477c-82ce-4c90029e56ce,"public speaking",hate,negative,5
a8d3e5b8-7838-477c-82ce-4c90029e56ce,"public speaking",hate,negative,5
3b436c19-72fe-429a-80dd-88d24ef549d1,soccer,cherish,positive,70
cebae43b-4f77-4689-86e0-66fb107d5eef,culture,disgust,negative,0
e4fd43f5-c0cb-47cd-bc41-1e07a8081323,soccer,disgust,negative,0
e4306fd4-391c-4016-8b5f-98594bb647a0,"healthy eating",interested,positive,30
e4306fd4-391c-4016-8b5f-98594bb647a0,"healthy eating",interested,positive,30
e4306fd4-391c-4016-8b5f-98594bb647a0,"healthy eating",interested,positive,30
f2143553-d9cd-4d8d-8276-98557a0054af,cooking,hate,negative,5
f2143553-d9cd-4d8d-8276-98557a0054af,cooking,hate,negative,5
f2143553-d9cd-4d8d-8276-98557a0054af,cooking,hate,negative,5
f4c8e6bb-e282-41f3-a000-bbabae7dbf04,technology,like,positive,50
f4c8e6bb-e282-41f3-a000-bbabae7dbf04,technology,like,positive,50
ad8bc9be-50a3-491a-b240-49b8f573238e,soccer,intrigued,positive,45
972b6e82-421f-43f6-905c-2168933de18f,animals,love,positive,65
972b6e82-421f-43f6-905c-2168933de18f,animals,love,positive,65
972b6e82-421f-43f6-905c-2168933de18f,animals,love,positive,65
972b6e82-421f-43f6-905c-2168933de18f,animals,love,positive,65
972b6e82-421f-43f6-905c-2168933de18f,animals,love,positive,65
f6c9e663-620c-4d18-9494-7eea83fbf4b7,animals,interested,positive,30
f6c9e663-620c-4d18-9494-7eea83fbf4b7,animals,interested,positive,30
f6c9e663-620c-4d18-9494-7eea83fbf4b7,animals,love,positive,65
f6c9e663-620c-4d18-9494-7eea83fbf4b7,animals,interested,positive,30
f6c9e663-620c-4d18-9494-7eea83fbf4b7,animals,love,positive,65
f6c9e663-620c-4d18-9494-7eea83fbf4b7,animals,love,positive,65
f6c9e663-620c-4d18-9494-7eea83fbf4b7,animals,interested,positive,30
f6c9e663-620c-4d18-9494-7eea83fbf4b7,animals,love,positive,65
78c7c5a7-5de4-469e-8460-49e8e491bde6,"public speaking",love,positive,65
78c7c5a7-5de4-469e-8460-49e8e491bde6,"public speaking",love,positive,65
78c7c5a7-5de4-469e-8460-49e8e491bde6,"public speaking",love,positive,65
bc1f22da-d7b2-49d8-a6f1-1132776b4b18,culture,worried,negative,12
bc1f22da-d7b2-49d8-a6f1-1132776b4b18,culture,worried,negative,12
bc1f22da-d7b2-49d8-a6f1-1132776b4b18,culture,worried,negative,12
501b2f88-999b-4ad9-b2f5-4b9c36a31259,cooking,dislike,negative,10
501b2f88-999b-4ad9-b2f5-4b9c36a31259,cooking,dislike,negative,10
501b2f88-999b-4ad9-b2f5-4b9c36a31259,cooking,dislike,negative,10
501b2f88-999b-4ad9-b2f5-4b9c36a31259,cooking,dislike,negative,10
501b2f88-999b-4ad9-b2f5-4b9c36a31259,cooking,heart,positive,60
501b2f88-999b-4ad9-b2f5-4b9c36a31259,cooking,heart,positive,60
501b2f88-999b-4ad9-b2f5-4b9c36a31259,cooking,dislike,negative,10
501b2f88-999b-4ad9-b2f5-4b9c36a31259,cooking,dislike,negative,10
501b2f88-999b-4ad9-b2f5-4b9c36a31259,cooking,dislike,negative,10
bc9cc9ed-3e90-4fef-a1e8-d54b31e88f30,"healthy eating",indifferent,neutral,20
bc9cc9ed-3e90-4fef-a1e8-d54b31e88f30,"healthy eating",indifferent,neutral,20
bc9cc9ed-3e90-4fef-a1e8-d54b31e88f30,"healthy eating",indifferent,neutral,20
bc9cc9ed-3e90-4fef-a1e8-d54b31e88f30,"healthy eating",indifferent,neutral,20
bc9cc9ed-3e90-4fef-a1e8-d54b31e88f30,"healthy eating",indifferent,neutral,20
bc9cc9ed-3e90-4fef-a1e8-d54b31e88f30,"healthy eating",peeking,neutral,35
bc9cc9ed-3e90-4fef-a1e8-d54b31e88f30,"healthy eating",indifferent,neutral,20
86f4e4df-636a-48f5-bb66-03ea4fd00214,veganism,dislike,negative,10
86f4e4df-636a-48f5-bb66-03ea4fd00214,veganism,dislike,negative,10
86f4e4df-636a-48f5-bb66-03ea4fd00214,veganism,dislike,negative,10
86f4e4df-636a-48f5-bb66-03ea4fd00214,veganism,dislike,negative,10
b27bfcfe-64df-499e-b60f-f93d2200c589,Soccer,"super love",positive,75
b27bfcfe-64df-499e-b60f-f93d2200c589,Soccer,"super love",positive,75
b27bfcfe-64df-499e-b60f-f93d2200c589,Soccer,"super love",positive,75
b27bfcfe-64df-499e-b60f-f93d2200c589,Soccer,"super love",positive,75
b27bfcfe-64df-499e-b60f-f93d2200c589,Soccer,"super love",positive,75
91f7585b-c756-475b-9f21-877d7c48b579,soccer,intrigued,positive,45
91f7585b-c756-475b-9f21-877d7c48b579,soccer,intrigued,positive,45
9a2c328f-16aa-490c-8ca2-c7deaa90db3f,culture,scared,negative,15
9a2c328f-16aa-490c-8ca2-c7deaa90db3f,culture,scared,negative,15
9a2c328f-16aa-490c-8ca2-c7deaa90db3f,culture,scared,negative,15
9a2c328f-16aa-490c-8ca2-c7deaa90db3f,culture,scared,negative,15
800f467b-53a3-4d20-9342-51fe4fa36ebb,food,disgust,negative,0
b07a2298-7c03-49b3-a0a6-c65333847598,culture,dislike,negative,10
b07a2298-7c03-49b3-a0a6-c65333847598,culture,dislike,negative,10
b07a2298-7c03-49b3-a0a6-c65333847598,culture,adore,positive,72
45d2d284-1830-45a3-8c9d-95f8bdec3202,studying,like,positive,50
b8368fca-8fe3-4768-beed-5056cff63c23,technology,heart,positive,60
b8368fca-8fe3-4768-beed-5056cff63c23,technology,heart,positive,60
b8368fca-8fe3-4768-beed-5056cff63c23,technology,interested,positive,30
b8368fca-8fe3-4768-beed-5056cff63c23,technology,interested,positive,30
b8368fca-8fe3-4768-beed-5056cff63c23,technology,interested,positive,30
b8368fca-8fe3-4768-beed-5056cff63c23,technology,heart,positive,60
b8368fca-8fe3-4768-beed-5056cff63c23,technology,interested,positive,30
29d7781c-9302-4269-91f3-c23afb33467a,"public speaking","super love",positive,75
29d7781c-9302-4269-91f3-c23afb33467a,"public speaking",heart,positive,60
29d7781c-9302-4269-91f3-c23afb33467a,"public speaking",heart,positive,60
1517abf6-67ed-47e1-9b9b-7e79a23a4d22,education,disgust,negative,0
4df372b3-ed9d-41ef-b33d-b576ec383dfc,dogs,indifferent,neutral,20
4df372b3-ed9d-41ef-b33d-b576ec383dfc,dogs,indifferent,neutral,20
4df372b3-ed9d-41ef-b33d-b576ec383dfc,dogs,indifferent,neutral,20
93081b1a-4446-438a-a0d7-fbcedc3c992d,""soccer"""",cherish,positive,70
f361cc99-64f0-4a7c-ad49-945ff01abaa6,dogs,"super love",positive,75
f361cc99-64f0-4a7c-ad49-945ff01abaa6,dogs,"super love",positive,75
f361cc99-64f0-4a7c-ad49-945ff01abaa6,dogs,dislike,negative,10
f361cc99-64f0-4a7c-ad49-945ff01abaa6,dogs,"super love",positive,75
f361cc99-64f0-4a7c-ad49-945ff01abaa6,dogs,dislike,negative,10
f361cc99-64f0-4a7c-ad49-945ff01abaa6,dogs,"super love",positive,75
f361cc99-64f0-4a7c-ad49-945ff01abaa6,dogs,"super love",positive,75
f361cc99-64f0-4a7c-ad49-945ff01abaa6,dogs,interested,positive,30
f361cc99-64f0-4a7c-ad49-945ff01abaa6,dogs,interested,positive,30
fc346df4-d165-4ed0-8d43-a6896daf908e,"public speaking",want,positive,70
fc346df4-d165-4ed0-8d43-a6896daf908e,"public speaking",want,positive,70
64b9d086-2fd4-46d0-a19d-848572029de1,"healthy eating",heart,positive,60
64b9d086-2fd4-46d0-a19d-848572029de1,"healthy eating",heart,positive,60
64b9d086-2fd4-46d0-a19d-848572029de1,"healthy eating",heart,positive,60
362bdbf7-5b75-4ae5-8f37-79ef06b6e8e8,technology,want,positive,70
362bdbf7-5b75-4ae5-8f37-79ef06b6e8e8,technology,peeking,neutral,35
77b49477-2f3c-455a-b8f1-09ec2e553174,cooking,adore,positive,72
77b49477-2f3c-455a-b8f1-09ec2e553174,cooking,adore,positive,72
b4871080-6bb7-4056-82a9-d8015d7b76e8,education,hate,negative,5
b4d8b8ed-d538-49d2-a1cb-25548045bcf1,"healthy eating",like,positive,50
b4d8b8ed-d538-49d2-a1cb-25548045bcf1,"healthy eating",cherish,positive,70
b4d8b8ed-d538-49d2-a1cb-25548045bcf1,"healthy eating",like,positive,50
b4d8b8ed-d538-49d2-a1cb-25548045bcf1,"healthy eating",like,positive,50
b4d8b8ed-d538-49d2-a1cb-25548045bcf1,"healthy eating",like,positive,50
b4d8b8ed-d538-49d2-a1cb-25548045bcf1,"healthy eating",like,positive,50
b4d8b8ed-d538-49d2-a1cb-25548045bcf1,"healthy eating",like,positive,50
b4d8b8ed-d538-49d2-a1cb-25548045bcf1,"healthy eating",cherish,positive,70
9522ddea-8e07-4a2a-a001-25e4a534b8f6,technology,love,positive,65
9522ddea-8e07-4a2a-a001-25e4a534b8f6,technology,love,positive,65
9522ddea-8e07-4a2a-a001-25e4a534b8f6,technology,like,positive,50
9522ddea-8e07-4a2a-a001-25e4a534b8f6,technology,love,positive,65
9522ddea-8e07-4a2a-a001-25e4a534b8f6,technology,like,positive,50
9522ddea-8e07-4a2a-a001-25e4a534b8f6,technology,like,positive,50
9522ddea-8e07-4a2a-a001-25e4a534b8f6,technology,like,positive,50
9522ddea-8e07-4a2a-a001-25e4a534b8f6,technology,love,positive,65
9522ddea-8e07-4a2a-a001-25e4a534b8f6,technology,love,positive,65
9522ddea-8e07-4a2a-a001-25e4a534b8f6,technology,love,positive,65
b85e1b0d-1018-4a65-a709-4ac5323e06d9,fitness,worried,negative,12
b85e1b0d-1018-4a65-a709-4ac5323e06d9,fitness,worried,negative,12
b85e1b0d-1018-4a65-a709-4ac5323e06d9,fitness,worried,negative,12
d826807d-be79-402e-a55a-baf08df8212d,science,scared,negative,15
fbd8f70d-d62d-42e8-9508-9f5815ab578c,education,peeking,neutral,35
fbd8f70d-d62d-42e8-9508-9f5815ab578c,education,peeking,neutral,35
6dbd153c-5b69-4ffb-a869-6285fb0c764d,technology,"super love",positive,75
9108109e-c521-4528-9d90-4c804cbb866d,veganism,scared,negative,15
9108109e-c521-4528-9d90-4c804cbb866d,veganism,scared,negative,15
9108109e-c521-4528-9d90-4c804cbb866d,veganism,scared,negative,15
9108109e-c521-4528-9d90-4c804cbb866d,veganism,scared,negative,15
9108109e-c521-4528-9d90-4c804cbb866d,veganism,scared,negative,15
88cbf75c-79f0-42cb-8733-af670f39d6e0,animals,worried,negative,12
88cbf75c-79f0-42cb-8733-af670f39d6e0,animals,worried,negative,12
58e8f463-aee3-46bb-81bb-a49ed8de8b04,technology,worried,negative,12
218838d8-52f4-4608-a1ba-d8988cc3d029,food,interested,positive,30
218838d8-52f4-4608-a1ba-d8988cc3d029,food,interested,positive,30
218838d8-52f4-4608-a1ba-d8988cc3d029,food,interested,positive,30
81d2e41e-39c2-41da-bea4-a6b46daa3f6f,science,worried,negative,12
81d2e41e-39c2-41da-bea4-a6b46daa3f6f,science,worried,negative,12
81d2e41e-39c2-41da-bea4-a6b46daa3f6f,science,indifferent,neutral,20
197dafda-42bd-4a0c-93b1-2ec8bb0214f6,travel,peeking,neutral,35
197dafda-42bd-4a0c-93b1-2ec8bb0214f6,travel,dislike,negative,10
197dafda-42bd-4a0c-93b1-2ec8bb0214f6,travel,want,positive,70
197dafda-42bd-4a0c-93b1-2ec8bb0214f6,travel,want,positive,70
ac63258d-9d7d-4167-934e-48b3f3c43fa9,tennis,disgust,negative,0
ac63258d-9d7d-4167-934e-48b3f3c43fa9,tennis,disgust,negative,0
ac63258d-9d7d-4167-934e-48b3f3c43fa9,tennis,interested,positive,30
ac63258d-9d7d-4167-934e-48b3f3c43fa9,tennis,adore,positive,72
ac63258d-9d7d-4167-934e-48b3f3c43fa9,tennis,interested,positive,30
ac63258d-9d7d-4167-934e-48b3f3c43fa9,tennis,disgust,negative,0
ac63258d-9d7d-4167-934e-48b3f3c43fa9,tennis,disgust,negative,0
ac63258d-9d7d-4167-934e-48b3f3c43fa9,tennis,adore,positive,72
ac63258d-9d7d-4167-934e-48b3f3c43fa9,tennis,interested,positive,30
ac63258d-9d7d-4167-934e-48b3f3c43fa9,tennis,interested,positive,30
96d90aa6-a75b-4a75-9565-45f6cc8c9e98,"public speaking",dislike,negative,10
96d90aa6-a75b-4a75-9565-45f6cc8c9e98,"public speaking",heart,positive,60
d200b97e-f661-4502-80d1-1e458816d558,science,heart,positive,60
d200b97e-f661-4502-80d1-1e458816d558,science,intrigued,positive,45
7f9423ac-89b4-4a9a-9747-76e8dd533e81,education,heart,positive,60
6b09861c-712e-46e6-a2a5-72e4b3878767,studying,hate,negative,5
4c009116-c94a-4633-83fb-956565358565,soccer,disgust,negative,0
763560f8-e3c4-4dec-a40c-411c22d05c7b,food,want,positive,70
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,animals,like,positive,50
5911afa4-2af5-4e7e-b6e3-e3b985597aa9,dogs,dislike,negative,10
9531f7f8-d0cc-4e42-9cbb-94d93692653f,soccer,heart,positive,60
9531f7f8-d0cc-4e42-9cbb-94d93692653f,soccer,love,positive,65
9531f7f8-d0cc-4e42-9cbb-94d93692653f,soccer,love,positive,65
9531f7f8-d0cc-4e42-9cbb-94d93692653f,soccer,heart,positive,60
3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,"healthy eating",love,positive,65
3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,"healthy eating",love,positive,65
3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,"healthy eating",love,positive,65
09bb0893-a05b-49bc-95ec-1e158577bf13,"healthy eating",intrigued,positive,45
e409d5be-a02d-4688-9869-eb940fe1e133,"public speaking",adore,positive,72
af6c5966-dfe7-460b-9853-62ed9f18aed4,technology,intrigued,positive,45
af6c5966-dfe7-460b-9853-62ed9f18aed4,technology,indifferent,neutral,20
af6c5966-dfe7-460b-9853-62ed9f18aed4,technology,intrigued,positive,45
af6c5966-dfe7-460b-9853-62ed9f18aed4,technology,intrigued,positive,45
af6c5966-dfe7-460b-9853-62ed9f18aed4,technology,intrigued,positive,45
